accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
4,2.0,3.0,1,2,1.0,52.4139615672,4.9063295791,2,43,3.8923163142164463,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3796266033,4.8527916132,2,1,3.1641139698665355,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.362673719,4.8661731593,3,4,2.9085644791567997,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3639106859,4.933385398,2,8,2.861723318626619,1,0,1,0,0
4,2.0,3.0,1,4,1.0,52.3560028971,4.8951560482000005,1,80,2.592834446589237,0,1,0,1,0
3,1.5,1.0,1,1,1.0,52.3536908756,4.9006892143,1,1,2.834767879271276,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3553190072,4.8956259479,4,1,2.6650910157863987,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3544632368,4.8895211087,1,22,2.8287359213427092,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.37284569,4.8912297841,2,1,0.8980129098025231,0,1,0,1,0
2,1.5,1.0,1,1,1.0,52.359589336,4.9261011689,5,0,2.831650644502811,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3554481867,4.9220890039,3,10,3.0534764914591825,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3615957906,4.8709122041,3,13,2.750674218538907,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3587325828,4.8577587342,2,2,3.627963158606491,1,0,0,1,0
2,1.5,1.0,4,2,5.0,52.3558776195,4.8514541841,2,7,4.160266159212313,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3692053002,4.9176702188,2,54,1.6619213702064413,1,0,1,0,0
4,1.0,2.0,91,1,103.0,52.3745438191,4.9394742838,2,0,2.7650662974617677,0,1,1,0,0
10,0.5,1.0,1,5,2.0,52.3790129886,4.936804837,2,16,2.535313224337559,1,0,1,0,0
2,1.5,2.0,1,1,1.0,52.3563156252,4.9271547447,2,0,3.162176330548298,0,1,1,0,0
2,1.0,2.0,1,2,1.0,52.3668265077,4.8538940314,28,1,3.381081569216204,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.363951264,4.9329038017,3,5,2.8327882446234014,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3672043208,4.8875723711,1,0,1.5559436250352867,0,1,1,0,0
16,2.0,9.0,1,16,1.0,52.3530734541,5.0064804965,2,29,7.822068029309669,0,1,1,0,0
2,2.0,1.0,2,1,2.0,52.367166144,4.8527462945,1,0,3.437520849059406,1,0,0,1,0
6,2.0,4.0,1,6,1.0,52.3710813095,4.9323626092,2,14,2.408932205549177,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3614118689,4.9353186631,4,4,3.135494419520159,1,0,1,0,0
2,1.0,0.0,50,1,106.0,52.381245896,4.8877152501,3,3,0.8269302996948462,1,0,0,1,0
4,1.5,1.0,1,2,1.0,52.35576661,4.8970047069,4,23,2.60801702343127,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3964072421,4.9178822188,1,3,2.28625914927404,1,0,0,1,0
2,1.5,1.0,2,1,2.0,52.3535089372,4.8283231509,2,9,5.605699111234747,1,0,0,1,0
2,1.0,1.0,1,1,2.0,52.3437755733,4.8941533612,1,3,3.9515848249367598,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.4036636172,4.9459249424,2,5,4.163954582888417,0,1,0,1,0
4,1.5,2.0,6,1,8.0,52.306291465,4.9805174148999996,3,1,9.79423204007964,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3395114805,4.917935468,5,5,4.584518826998464,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3887093992,4.8883783775000005,2,1,1.2966383531720116,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3499191913,4.8889647886,3,3,3.3292443247860235,0,1,1,0,0
3,1.0,1.0,1,2,1.0,52.3508952203,4.8912704771,2,9,3.192539083310998,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.38503848,4.8751011115,2,12,1.7736977971016148,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3617331988,4.9223567213,5,4,2.4864021153728464,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3669988521,4.9117131426,2,211,1.5903963963560264,1,0,0,1,0
2,0.5,1.0,1,2,2.0,52.3609908438,4.9069888022,1,3,2.086272509541961,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.2973680604,4.9680049141,2,38,10.21514381377847,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3588106795,4.9229258906,1,0,2.769369333251242,1,0,0,1,0
4,2.0,2.0,1,4,1.0,52.3538101515,4.8494127931,2,18,4.41275997266927,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3827542051,4.8824172696,3,12,1.2201800059654642,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3677865365,4.871852889,3,1,2.2596756779401637,1,0,1,0,0
4,1.5,2.0,1,1,1.0,52.3536715946,4.9012487233,2,3,2.8383057305768213,1,0,1,0,0
1,1.0,1.0,2,2,2.0,52.3659994965,4.8635304991,3,105,2.84264675806957,0,1,0,1,0
4,1.0,3.0,1,2,1.0,52.3768498602,4.9320369339,2,2,2.2270848225000974,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3791023695,4.8827097362,5,21,1.134319280537041,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3730849449,4.8897512624,5,27,0.944096560036869,0,1,1,0,0
4,1.0,2.0,1,2,1.0,52.379944248,5.0001055884,2,2,6.82965957706585,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3634643846,4.8763444137,2,17,2.3466656056798123,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3954979428,4.9957610246,2,0,6.7799968216229605,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3853826754,4.889005154,1,5,0.9868259572586738,1,0,1,0,0
5,2.0,3.0,2,4,2.0,52.3859415638,4.9105770559,3,2,1.0651987296466963,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.344681756599996,4.9069408321,5,3,3.868337828818186,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3622462645,4.9072644382,2,1,1.956340372006366,1,0,1,0,0
4,1.0,2.0,1,1,2.0,52.3681364429,4.9214313574,6,3,1.9329450158514514,1,0,1,0,0
3,1.5,1.0,1,2,1.0,52.3609402883,4.8700957491,2,1,2.8414495489094054,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3655111923,4.9333203077,4,9,2.7562009471141664,1,0,1,0,0
3,1.5,0.0,1,2,1.0,52.3745157256,4.8790827016,2,110,1.4748433174572204,1,0,1,0,0
2,3.0,1.0,1,1,1.0,52.4103878421,4.9034576942,3,1,3.477710757471048,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3961018139,4.9046577384,2,1,1.9125762981010277,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3577302997,4.9096507146,10,5,2.4833740226463075,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3645758472,4.8773526781,5,9,2.209246835098319,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3536034272,4.8663411945,2,27,3.622852180738806,1,0,1,0,0
2,1.0,2.0,1,2,1.0,52.3487375511,4.8883563166,1,7,3.4663636957879604,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3721384726,4.8681572476,2,4,2.26165230207357,1,0,0,1,0
2,1.0,2.0,1,2,1.0,52.360114102,4.9404692235,3,1,3.499434600607076,1,0,1,0,0
6,1.0,2.0,3,4,3.0,52.35972807,4.8898380079,1,61,2.2584227090404085,1,0,0,1,0
3,1.5,2.0,1,1,1.0,52.3637141751,4.8388096229,2,2,4.457960855802244,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3843576904,4.8553523254,2,0,3.044546584310692,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3489728672,4.8614747016,1,2,4.231839787973316,1,0,1,0,0
4,2.0,2.0,1,2,1.0,52.3609810955,4.9102052091,2,5,2.151359385646273,1,0,1,0,0
2,1.0,1.0,4,1,4.0,52.3840998107,4.8856194121000005,3,25,1.0842003032918452,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3418068339,4.8995559464,1,5,4.1541061036091955,1,0,1,0,0
4,1.0,2.0,8,2,8.0,52.3618867005,4.8614313486,7,13,3.2161953938522316,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3472251331,4.8909879147,2,0,3.5978994304074168,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.36289771,4.9313089277,2,9,2.8205024267374754,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3736449065,4.8766774611,1,19,1.6619786855872156,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.348801519,5.0117651774,2,159,8.33721169162358,1,0,0,1,0
2,1.5,2.0,1,1,1.0,52.3643216435,4.8737129651,5,0,2.402935318834611,0,1,1,0,0
3,1.0,2.0,1,2,1.0,52.3682137199,4.8524929173,2,9,3.4099830750541478,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3637234826,4.8977956497,2,1,1.7221851711601537,0,1,1,0,0
4,1.5,1.0,1,2,1.0,52.37818612,4.8754824123,2,6,1.628375222365014,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3652328827,4.8698892886,2,9,2.5342214458216263,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3546904403,4.920029776,2,12,3.060234917376797,1,0,0,1,0
4,1.0,1.0,1,1,1.0,52.3756670455,4.8693308581,2,13,2.0790770977497846,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3754165685,4.8799631649,1,1,1.3855843357332565,1,0,0,1,0
4,1.0,1.0,1,1,1.0,52.3784545006,4.8736144311,1,20,1.7531677000284893,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3557515006,4.8509190397,2,1,4.197425305255541,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3562046386,4.9956813965,2,5,7.012476804843951,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3532649887,4.9411068166,2,13,4.0368292608771545,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.385790385600004,4.8871771651,3,1,1.1085947388057857,0,1,1,0,0
4,1.0,2.0,1,2,1.0,52.3734005479,4.8730436482,2,2,1.9021504561382088,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3581539251,4.9926609995,2,9,6.74378365272413,1,0,1,0,0
1,1.0,1.0,1,1,1.0,52.3623614852,4.9356337957,1,1,3.0870665195147535,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.373836686,4.8117230891,1,1,5.979629798986449,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3740847392,4.942302452,2,2,2.963123802034362,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3731125208,4.9036870011,2,53,0.7343860858072041,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3736899471,4.9401343937,3,11,2.828072969290214,1,0,1,0,0
2,1.0,3.0,1,1,1.0,52.3504784536,4.9366281085,2,2,4.068163474090016,1,0,1,0,0
8,1.0,4.0,1,5,2.0,52.3210149914,4.9699772962,1,0,8.044987631638248,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3727829608,4.8820108211,2,2,1.3796195798706337,1,0,1,0,0
4,2.0,3.0,1,2,1.0,52.3605703129,4.9054922296,2,0,2.1094786611038394,1,0,1,0,0
3,1.0,0.0,1,2,1.0,52.370457655,4.8493697982,2,57,3.5320899353138095,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3707152806,4.9040940212,3,11,0.9933604275034847,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3587619043,4.9099409362,2,15,2.3793372222544154,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3773946704,4.8510329632,15,18,3.2891690489628522,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3667730611,4.8503187029,2,7,3.6063383849575015,1,0,1,0,0
4,1.5,3.0,1,1,1.0,52.3764059315,4.8309942021,2,5,4.6528067876407,0,1,1,0,0
2,1.0,1.0,45,1,47.0,52.352141532,4.9173883317,2,8,3.2432526294683095,0,1,1,0,0
4,1.0,2.0,1,2,1.0,52.370193016,4.8491066769,2,9,3.55741870796035,1,0,1,0,0
5,1.0,2.0,1,2,2.0,52.350488644,4.8943558213,3,18,3.20786969674158,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3629463614,4.8644597862,3,6,2.9811992697920275,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3770813059,4.8619066488,3,22,2.556256266131168,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3780657606,4.8559054019,2,12,2.9552086474445023,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3762490483,4.8026162675,1,4,6.575710691767574,0,1,1,0,0
3,1.0,1.0,2,1,2.0,52.3766252681,4.8627265397,2,91,2.5061441093473986,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3595507341,4.9399614324000005,1,4,3.510667593903779,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3497194466,4.862980958,10,2,4.103904744694982,1,0,1,0,0
4,1.5,2.0,1,1,1.0,52.3627644593,4.8442800604,1,1,4.163238390662296,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3725908729,4.8894547139,2,46,0.9978214415850085,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3464560469,4.8758328066,1,0,3.9743463242232266,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3555633045,4.9397787159,1,33,3.7931184516393053,1,0,1,0,0
4,1.0,1.0,14,2,18.0,52.3592136058,4.854401191,2,15,3.7765056830485606,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.367748178,4.9011188058,1,3,1.2765087669892117,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.372427741,4.891729234,2,4,0.9151561371482563,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3544454832,4.9250286694,5,24,3.25226522642569,0,1,1,0,0
4,1.0,2.0,1,2,1.0,52.334076391400004,4.8773240957,2,2,5.2328515045894,1,0,1,0,0
4,1.5,4.0,1,1,1.0,52.3712446852,4.9008193361,7,0,0.887822891654382,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3565262076,4.8954809779,2,12,2.5326267666350386,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3637278152,4.8838007386,2,12,2.0190399437405415,0,1,0,1,0
2,2.0,1.0,1,1,1.0,52.365082945,4.9456696197,4,1,3.5069056103254614,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3575225359,4.9007690561,3,48,2.409399389677588,1,0,0,1,0
4,1.0,3.0,1,1,1.0,52.3916301671,4.9494032774,3,1,3.660486344282337,1,0,1,0,0
10,2.0,5.0,1,5,1.0,52.3557428575,4.8686466547,3,0,3.3393789325494803,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.4023253628,4.9454551585,1,19,4.04377493030169,1,0,0,1,0
4,1.0,3.0,1,1,1.0,52.351619287,4.8883832279,2,0,3.1540705232729893,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3485920668,4.8775618785,5,5,3.709829061253741,1,0,1,0,0
2,1.0,1.0,1,1,2.0,52.3516866704,4.8472651771,4,3,4.67654960232619,1,0,1,0,0
1,1.0,1.0,1,1,2.0,52.3694791903,4.8611822989,14,4,2.8102611011431193,1,0,0,1,0
3,1.0,1.0,1,2,1.0,52.3748960618,4.8389336391,2,1,4.13163659243113,1,0,1,0,0
4,1.0,1.0,3,2,3.0,52.3712835889,4.8635649749,2,1,2.5869007052695316,1,0,1,0,0
2,1.5,1.0,2,1,2.0,52.3718320354,4.8703299796,3,37,2.136797585332027,0,1,0,1,0
3,1.0,2.0,1,2,1.0,52.3933497974,4.994649343,2,5,6.6470015186286036,0,1,1,0,0
1,1.0,1.0,2,1,2.0,52.3487469004,4.8573935544,2,31,4.425046500611082,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3801381068,4.8897384102,2,1,0.6658898547160007,1,0,1,0,0
3,1.5,2.0,1,2,1.0,52.3634352236,4.91093846,2,2,1.9168458029776414,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3578421302,4.8763171535000005,1,40,2.8437212365855706,0,1,0,1,0
4,1.0,2.0,1,3,2.0,52.3657489562,4.9337341852000005,1,0,2.765303608858362,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3688709973,4.8708514418,2,0,2.252557878699338,1,0,1,0,0
4,1.0,4.0,1,1,1.0,52.3449778745,5.0083343274,3,1,8.310770276443314,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3494714548,4.8934882498,3,9,3.3268958478777937,1,0,1,0,0
2,1.0,1.0,3,1,5.0,52.3693725279,4.8864526355999995,2,32,1.4018591635109894,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.3763140287,4.8882164792000005,3,17,0.8251164267732757,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3596704744,4.9448108767,2,26,3.7662690728747235,1,0,1,0,0
6,2.5,4.0,1,4,1.0,52.3796458149,4.8774516925,3,23,1.4918099203783548,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3560250615,4.900267328,5,11,2.5747207174601687,1,0,1,0,0
4,1.0,1.0,3,1,3.0,52.3614338833,4.8859872338,3,31,2.1736770141710537,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3614355569,4.9096481354,3,16,2.091098862458243,1,0,0,1,0
2,1.5,0.0,1,1,1.0,52.3847943703,4.8740125306,2,47,1.8332082153599363,1,0,0,1,0
4,1.5,4.0,1,2,1.0,52.3615711222,4.8962576725,2,8,1.9695918850922902,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.375591029,4.8675571334,3,129,2.1988891814843634,1,0,1,0,0
2,1.0,0.0,1,2,1.0,52.3727769713,4.9516391256,4,20,3.6127289568100807,1,0,1,0,0
5,1.5,3.0,1,4,1.0,52.355005221,4.9373770677,4,12,3.7217756747046815,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3435567598,4.9024286753,3,7,3.9648588706878316,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3493850428,4.9127145925,2,1,3.4324386015496655,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3880359541,4.9186282525,2,8,1.6315629538933736,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3535119288,4.9166220634,2,88,3.0825951336859236,1,0,0,1,0
4,1.0,2.0,1,2,1.0,52.3497926026,4.8320548275,1,24,5.6190624622352345,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3456040115,4.8990322437,6,0,3.732233754357367,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3492792283,4.8309339552,1,8,5.714135863705674,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.3639560552,4.8791760759,2,3,2.180348819363737,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3455842149,4.9051053884,3,0,3.7541360306154483,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3716889676,4.8639860642,2,3,2.5449328797626025,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.3819445656,4.8822296187,3,2,1.2063209770861238,0,1,1,0,0
3,1.0,1.0,1,1,1.0,52.3431894666,4.8934682685,1,135,4.02086486508166,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3781066046,4.8925008741,4,3,0.4852505144913273,0,1,1,0,0
2,1.0,1.0,2,1,2.0,52.3775766696,4.8482055018,1,22,3.4795316369251084,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3600056412,4.8615656972,2,22,3.338381882918309,1,0,1,0,0
4,1.5,1.0,15,1,16.0,52.3800174196,4.8851313116,7,0,0.9743606514412871,0,1,1,0,0
3,1.0,2.0,1,1,1.0,52.3609179728,4.8531987681,4,2,3.7365526485363043,1,0,1,0,0
3,1.0,1.0,1,2,2.0,52.3679918564,4.907143553,2,6,1.3498242349870149,1,0,1,0,0
4,2.5,2.0,11,1,11.0,52.3524661223,4.8402277094,2,15,4.99565879940031,0,1,1,0,0
5,1.0,4.0,1,1,1.0,52.3675921912,4.9092157325,2,0,1.449623369876562,1,0,1,0,0
2,1.0,1.0,29,1,32.0,52.3673969254,4.8530182241,2,0,3.410587187792532,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.366650885,4.8736520351,3,16,2.236092058436178,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3632838058,4.8861991378,1,5,1.9823900448629894,1,0,0,1,0
2,1.0,1.0,1,4,1.0,52.3574562838,4.8612420854,5,58,3.5421153778503247,1,0,1,0,0
4,1.0,4.0,1,4,1.0,52.3632844394,4.9183404404,2,27,2.183948057375179,1,0,1,0,0
3,1.0,1.0,1,1,1.0,52.3685674268,4.8610576697,2,6,2.8584214233776257,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3186378267,4.9539506014,1,19,7.679347182781249,0,1,0,1,0
2,1.5,1.0,1,1,1.0,52.3643017024,4.8329959554,3,0,4.80135594083544,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3848602124,4.8711997968,3,12,2.0159626657404437,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3687670931,4.8804117205,3,0,1.7338363762327853,0,1,1,0,0
4,1.0,2.0,2,2,2.0,52.3600390522,4.7951049507,2,1,7.391396585677838,1,0,1,0,0
3,1.0,2.0,1,2,2.0,52.3909441961,4.8767626735,3,21,2.0174942613154276,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3704408307,4.8735744775,1,3,2.005505432521128,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3822215896,4.831881033,2,53,4.594431522197967,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3631206859,4.9347245126,1,1,2.9870078624888197,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3910473235,4.8827036795000005,1,39,1.738866414113283,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.378153686,4.8913925425,2,15,0.557295370614582,1,0,0,1,0
6,1.0,3.0,1,1,1.0,52.3627255528,4.8433633449,4,4,4.221100882817367,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3607559453,4.9447759954,2,11,3.696115422804243,1,0,1,0,0
5,1.5,4.0,1,1,1.0,52.3840981961,4.9144357343,6,2,1.154766839842092,1,0,1,0,0
3,0.5,1.0,4,2,4.0,52.3846292099,4.8946363292,3,11,0.6864720200327169,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3585345869,4.7928056449,2,3,7.58992195954456,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3407729501,4.9480638978,2,5,5.3960192645321206,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3540745706,4.9159091595,2,16,3.006487379861961,1,0,0,1,0
4,1.0,1.0,1,2,1.0,52.3656046898,4.9340149028999996,2,11,2.7899958056116314,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3646557967,4.914560682,2,0,1.9136099626444403,1,0,1,0,0
2,1.0,2.0,1,1,1.0,52.3777264412,4.8522870004000005,3,9,3.2021662358577436,1,0,1,0,0
6,1.0,3.0,2,5,2.0,52.3667624304,4.9150367566,4,10,1.7400749952001133,1,0,1,0,0
3,1.0,1.0,1,1,1.0,52.3536152286,4.8983534035,2,129,2.842828741038059,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3680860253,4.921397852,3,1,1.9347590456202428,1,0,1,0,0
5,1.5,4.0,1,1,1.0,52.3504019936,5.0010094167,1,9,7.5989116663801894,1,0,1,0,0
1,1.0,1.0,2,1,2.0,52.3574248035,4.8846241077,60,7,2.61891754134974,1,0,1,0,0
4,2.5,3.0,6,2,8.0,52.3799890889,4.8938815148,7,115,0.3867998324362525,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.3969581812,4.9150910697,2,3,2.2421114897728383,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3636337669,4.864305507,2,30,2.9440315233153926,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.4140643497,4.8944589234,1,3,3.8901642104512466,1,0,0,1,0
2,2.0,1.0,1,1,1.0,52.3621121827,4.8610545211,2,10,3.2218997626375105,1,0,0,1,0
4,1.5,2.0,1,1,1.0,52.3620681647,4.9448260134,1,3,3.620187017396995,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3714566334,4.8937517862,1,340,0.9416839025764453,0,1,0,1,0
4,2.5,3.0,28,2,36.0,52.3345171067,4.9036811091,2,2,4.972542515236979,1,0,1,0,0
4,1.0,1.0,20,2,24.0,52.3599191009,4.8680384627,3,36,3.0202964723907084,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.4042753587,4.9303830056999995,2,5,3.4895947242950487,1,0,1,0,0
4,1.0,1.0,3,1,3.0,52.3578882364,4.9087191007,3,0,2.44950665343489,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3470430123,4.8880827003,3,0,3.654289817400046,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3607962329,4.8640781913,3,0,3.15134556166779,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3680726614,4.8723418779,3,29,2.2143867999238798,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3534859434,4.910389031,7,0,2.9514499395187355,1,0,1,0,0
4,2.5,2.0,28,2,36.0,52.3564856425,4.9154319018,2,7,2.746600759381148,1,0,1,0,0
4,1.0,1.0,18,1,25.0,52.3632057407,4.8751272654,3,3,2.423559943297512,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.362102105,4.8601722416,3,19,3.2711157162647115,0,1,0,1,0
4,1.0,2.0,1,4,1.0,52.3645175869,4.8331151984,2,132,4.785525506229949,0,1,1,0,0
2,1.0,0.0,1,2,1.0,52.3646537987,4.8620978517,3,14,3.004077775724558,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.4060176023,4.9300874643,2,11,3.634596866959043,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3721877902,4.8805351229,7,1,1.4995160811048687,0,1,1,0,0
4,1.0,3.0,1,2,1.0,52.3657457953,4.8745993117,2,4,2.2516401569625764,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3794813589,4.8761705658,2,19,1.5781873912715603,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.341812137,4.9078240778,2,3,4.1923802078920005,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3516508382,4.9005438919,2,22,3.061112964015592,1,0,1,0,0
2,1.0,1.0,3,1,2.0,52.3640484542,4.8758437797,1,2,2.3220138696451844,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3537059581,4.9124051541,2,0,2.9654911377240842,1,0,1,0,0
4,1.5,2.0,1,1,1.0,52.3539263426,4.9201115325,3,9,3.138493408826136,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3626426123,4.8999217662,1,4,1.8390206718509594,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3778961709,4.8508533658,3,21,3.298414310865367,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.389223127,4.880421064,2,9,1.7046485818132904,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3612671268,4.8926574188,7,3,2.0439083178777357,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3533190866,4.8928613361,1,2,2.9091541476048377,1,0,0,1,0
4,1.0,3.0,1,1,1.0,52.3824492225,4.8770774636,3,5,1.558964718600956,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.350996722,4.8570483032,2,0,4.252741489077793,1,0,1,0,0
